kT  Cv_n0  Cv_n1  Cv_n2  Cv_n3  Cv_n4  Cv_n5
2.356000000000000227e+01 6.727419850023089731e-01 6.723562416485734383e-01 6.720912383781404431e-01 6.719440810488915838e-01 6.720724214132086649e-01 6.723424779753026659e-01
2.357000000000000028e+01 6.727463822857635556e-01 6.723605086090136407e-01 6.720952719480575155e-01 6.719473184209745487e-01 6.720750857867915373e-01 6.723444459276377572e-01
2.358000000000000185e+01 6.727507850945059209e-01 6.723647812825472858e-01 6.720993115534871221e-01 6.719505629061914842e-01 6.720777580431158693e-01 6.723464226956763490e-01
2.359000000000000341e+01 6.727551934136529743e-01 6.723690596540343734e-01 6.721033571787984329e-01 6.719538144871722851e-01 6.720804381635354652e-01 6.723484082592099398e-01
2.360000000000000142e+01 6.727596072283547057e-01 6.723733437083728726e-01 6.721074088083991427e-01 6.719570731465871471e-01 6.720831261294469838e-01 6.723504025980728827e-01
2.361000000000000298e+01 6.727640265237991857e-01 6.723776334304933933e-01 6.721114664267326955e-01 6.719603388671466782e-01 6.720858219222892727e-01 6.723524056921466041e-01
2.362000000000000099e+01 6.727684512852075693e-01 6.723819288053629606e-01 6.721155300182770631e-01 6.719636116315989005e-01 6.720885255235425904e-01 6.723544175213587160e-01
2.363000000000000256e+01 6.727728814978353178e-01 6.723862298179851260e-01 6.721195995675490753e-01 6.719668914227339140e-01 6.720912369147310494e-01 6.723564380656797956e-01
2.364000000000000057e+01 6.727773171469747515e-01 6.723905364533975249e-01 6.721236750591005338e-01 6.719701782233791221e-01 6.720939560774191746e-01 6.723584673051268279e-01
2.365000000000000213e+01 6.727817582179517197e-01 6.723948486966722093e-01 6.721277564775182123e-01 6.719734720164023400e-01 6.720966829932129016e-01 6.723605052197627607e-01
2.366000000000000369e+01 6.727862046961268216e-01 6.723991665329174250e-01 6.721318438074258550e-01 6.719767727847113514e-01 6.720994176437620204e-01 6.723625517896941739e-01
2.367000000000000171e+01 6.727906565668944072e-01 6.724034899472756122e-01 6.721359370334819561e-01 6.719800805112507991e-01 6.721021600107562888e-01 6.723646069950726112e-01
2.368000000000000327e+01 6.727951138156854638e-01 6.724078189249249604e-01 6.721400361403826462e-01 6.719833951790060711e-01 6.721049100759269868e-01 6.723666708160933592e-01
2.369000000000000128e+01 6.727995764279636193e-01 6.724121534510768550e-01 6.721441411128568078e-01 6.719867167710003031e-01 6.721076678210480271e-01 6.723687432329997771e-01
2.370000000000000284e+01 6.728040443892272515e-01 6.724164935109788743e-01 6.721482519356719587e-01 6.719900452702971538e-01 6.721104332279332905e-01 6.723708242260750811e-01
2.371000000000000085e+01 6.728085176850084892e-01 6.724208390899119037e-01 6.721523685936272585e-01 6.719933806599968085e-01 6.721132062784379579e-01 6.723729137756496721e-01
2.372000000000000242e+01 6.728129963008746550e-01 6.724251901731921333e-01 6.721564910715616126e-01 6.719967229232400863e-01 6.721159869544602872e-01 6.723750118620983596e-01
2.373000000000000043e+01 6.728174802224256013e-01 6.724295467461696152e-01 6.721606193543457897e-01 6.720000720432051100e-01 6.721187752379379488e-01 6.723771184658389188e-01
2.374000000000000199e+01 6.728219694352969293e-01 6.724339087942294846e-01 6.721647534268859747e-01 6.720034280031085272e-01 6.721215711108485813e-01 6.723792335673328679e-01
2.375000000000000355e+01 6.728264639251566592e-01 6.724382763027894061e-01 6.721688932741249900e-01 6.720067907862056211e-01 6.721243745552122340e-01 6.723813571470871331e-01
2.376000000000000156e+01 6.728309636777067837e-01 6.724426492573036818e-01 6.721730388810400747e-01 6.720101603757897557e-01 6.721271855530890349e-01 6.723834891856508289e-01
2.377000000000000313e+01 6.728354686786833794e-01 6.724470276432582549e-01 6.721771902326421078e-01 6.720135367551925976e-01 6.721300040865808567e-01 6.723856296636179231e-01
2.378000000000000114e+01 6.728399789138564957e-01 6.724514114461740411e-01 6.721813473139783834e-01 6.720169199077831168e-01 6.721328301378283188e-01 6.723877785616262370e-01
2.379000000000000270e+01 6.728444943690287117e-01 6.724558006516062614e-01 6.721855101101300578e-01 6.720203098169693634e-01 6.721356636890131186e-01 6.723899358603556697e-01
2.380000000000000071e+01 6.728490150300363570e-01 6.724601952451427778e-01 6.721896786062129259e-01 6.720237064661963577e-01 6.721385047223573661e-01 6.723921015405297519e-01
2.381000000000000227e+01 6.728535408827492903e-01 6.724645952124064241e-01 6.721938527873769775e-01 6.720271098389468678e-01 6.721413532201238050e-01 6.723942755829167561e-01
2.382000000000000028e+01 6.728580719130713428e-01 6.724690005390513425e-01 6.721980326388073967e-01 6.720305199187424083e-01 6.721442091646147032e-01 6.723964579683269216e-01
2.383000000000000185e+01 6.728626081069370990e-01 6.724734112107692008e-01 6.722022181457231182e-01 6.720339366891402433e-01 6.721470725381719635e-01 6.723986486776132310e-01
2.384000000000000341e+01 6.728671494503172257e-01 6.724778272132813095e-01 6.722064092933787149e-01 6.720373601337369385e-01 6.721499433231786780e-01 6.724008476916725208e-01
2.385000000000000142e+01 6.728716959292136979e-01 6.724822485323429522e-01 6.722106060670602901e-01 6.720407902361651420e-01 6.721528215020566854e-01 6.724030549914437049e-01
2.386000000000000298e+01 6.728762475296616863e-01 6.724866751537451615e-01 6.722148084520891409e-01 6.720442269800950275e-01 6.721557070572673487e-01 6.724052705579088851e-01
2.387000000000000099e+01 6.728808042377292242e-01 6.724911070633086130e-01 6.722190164338223139e-01 6.720476703492348491e-01 6.721585999713125537e-01 6.724074943720931286e-01
2.388000000000000256e+01 6.728853660395160974e-01 6.724955442468908418e-01 6.722232299976483860e-01 6.720511203273284995e-01 6.721615002267332661e-01 6.724097264150626918e-01
2.389000000000000057e+01 6.728899329211576186e-01 6.724999866903786927e-01 6.722274491289912390e-01 6.720545768981582846e-01 6.721644078061098648e-01 6.724119666679272411e-01
2.390000000000000213e+01 6.728945048688185215e-01 6.725044343796944268e-01 6.722316738133078395e-01 6.720580400455418157e-01 6.721673226920615862e-01 6.724142151118387423e-01
2.391000000000000369e+01 6.728990818686970687e-01 6.725088873007916135e-01 6.722359040360885718e-01 6.720615097533347848e-01 6.721702448672481900e-01 6.724164717279915715e-01
2.392000000000000171e+01 6.729036639070258285e-01 6.725133454396582389e-01 6.722401397828581260e-01 6.720649860054299651e-01 6.721731743143668503e-01 6.724187364976204062e-01
2.393000000000000327e+01 6.729082509700657910e-01 6.725178087823135975e-01 6.722443810391744989e-01 6.720684687857548800e-01 6.721761110161544872e-01 6.724210094020051098e-01
2.394000000000000128e+01 6.729128430441140285e-01 6.725222773148096245e-01 6.722486277906278840e-01 6.720719580782756886e-01 6.721790549553874339e-01 6.724232904224647367e-01
2.395000000000000284e+01 6.729174401154975893e-01 6.725267510232317836e-01 6.722528800228432244e-01 6.720754538669941880e-01 6.721820061148802150e-01 6.724255795403600855e-01
2.396000000000000085e+01 6.729220421705766064e-01 6.725312298936972910e-01 6.722571377214796584e-01 6.720789561359472586e-01 6.721849644774863242e-01 6.724278767370961418e-01
2.397000000000000242e+01 6.729266491957419660e-01 6.725357139123552264e-01 6.722614008722256340e-01 6.720824648692101944e-01 6.721879300260981127e-01 6.724301819941171932e-01
2.398000000000000043e+01 6.729312611774181940e-01 6.725402030653871988e-01 6.722656694608069028e-01 6.720859800508925952e-01 6.721909027436454576e-01 6.724324952929092714e-01
2.399000000000000199e+01 6.729358781020602365e-01 6.725446973390080130e-01 6.722699434729795254e-01 6.720895016651416976e-01 6.721938826130990918e-01 6.724348166150002637e-01
2.400000000000000355e+01 6.729404999561559020e-01 6.725491967194635601e-01 6.722742228945337573e-01 6.720930296961397099e-01 6.721968696174644986e-01 6.724371459419594688e-01
2.401000000000000156e+01 6.729451267262238634e-01 6.725537011930315945e-01 6.722785077112914953e-01 6.720965641281057001e-01 6.721998637397880172e-01 6.724394832553972634e-01
2.402000000000000313e+01 6.729497583988143239e-01 6.725582107460224002e-01 6.722827979091087203e-01 6.721001049452925979e-01 6.722028649631539565e-01 6.724418285369643256e-01
2.403000000000000114e+01 6.729543949605096831e-01 6.725627253647779025e-01 6.722870934738737203e-01 6.721036521319914137e-01 6.722058732706833739e-01 6.724441817683535216e-01
2.404000000000000270e+01 6.729590363979228718e-01 6.725672450356714460e-01 6.722913943915064250e-01 6.721072056725274635e-01 6.722088886455365175e-01 6.724465429312969089e-01
2.405000000000000071e+01 6.729636826976996833e-01 6.725717697451081278e-01 6.722957006479592934e-01 6.721107655512614798e-01 6.722119110709108281e-01 6.724489120075689552e-01
2.406000000000000227e+01 6.729683338465152209e-01 6.725762994795265737e-01 6.723000122292189795e-01 6.721143317525903882e-01 6.722149405300418268e-01 6.724512889789840964e-01
2.407000000000000384e+01 6.729729898310776726e-01 6.725808342253934979e-01 6.723043291213033346e-01 6.721179042609467524e-01 6.722179770062034487e-01 6.724536738273971803e-01
2.408000000000000185e+01 6.729776506381244250e-01 6.725853739692096989e-01 6.723086513102611850e-01 6.721214830607972202e-01 6.722210204827053781e-01 6.724560665347038002e-01
2.409000000000000341e+01 6.729823162544253945e-01 6.725899186975068389e-01 6.723129787821753300e-01 6.721250681366436330e-01 6.722240709428962679e-01 6.724584670828394062e-01
2.410000000000000142e+01 6.729869866667815836e-01 6.725944683968460014e-01 6.723173115231603214e-01 6.721286594730243591e-01 6.722271283701614086e-01 6.724608754537805266e-01
2.411000000000000298e+01 6.729916618620236379e-01 6.725990230538225756e-01 6.723216495193621300e-01 6.721322570545117392e-01 6.722301927479242822e-01 6.724632916295427698e-01
2.412000000000000099e+01 6.729963418270132891e-01 6.726035826550604835e-01 6.723259927569581462e-01 6.721358608657137523e-01 6.722332640596440090e-01 6.724657155921828222e-01
2.413000000000000256e+01 6.730010265486439103e-01 6.726081471872171758e-01 6.723303412221598441e-01 6.721394708912710181e-01 6.722363422888192330e-01 6.724681473237964502e-01
2.414000000000000057e+01 6.730057160138392947e-01 6.726127166369778587e-01 6.723346949012073415e-01 6.721430871158627918e-01 6.722394274189835706e-01 6.724705868065201653e-01
2.415000000000000213e+01 6.730104102095525453e-01 6.726172909910619335e-01 6.723390537803753952e-01 6.721467095241996370e-01 6.722425194337079413e-01 6.724730340225288927e-01
2.416000000000000369e+01 6.730151091227685178e-01 6.726218702362171120e-01 6.723434178459681831e-01 6.721503381010285327e-01 6.722456183166005683e-01 6.724754889540394132e-01
2.417000000000000171e+01 6.730198127405029318e-01 6.726264543592234135e-01 6.723477870843228565e-01 6.721539728311289874e-01 6.722487240513067563e-01 6.724779515833059218e-01
2.418000000000000327e+01 6.730245210497999286e-01 6.726310433468907224e-01 6.723521614818070979e-01 6.721576136993177020e-01 6.722518366215075591e-01 6.724804218926231369e-01
2.419000000000000128e+01 6.730292340377360683e-01 6.726356371860601202e-01 6.723565410248202312e-01 6.721612606904437959e-01 6.722549560109213340e-01 6.724828998643245237e-01
2.420000000000000284e+01 6.730339516914154441e-01 6.726402358636019985e-01 6.723609256997929995e-01 6.721649137893911385e-01 6.722580822033021875e-01 6.724853854807835152e-01
2.421000000000000085e+01 6.730386739979753452e-01 6.726448393664190561e-01 6.723653154931865661e-01 6.721685729810772392e-01 6.722612151824416404e-01 6.724878787244122913e-01
2.422000000000000242e+01 6.730434009445813714e-01 6.726494476814434131e-01 6.723697103914951789e-01 6.721722382504551341e-01 6.722643549321664080e-01 6.724903795776621118e-01
2.423000000000000043e+01 6.730481325184292096e-01 6.726540607956358331e-01 6.723741103812417297e-01 6.721759095825099450e-01 6.722675014363409529e-01 6.724928880230232053e-01
2.424000000000000199e+01 6.730528687067441895e-01 6.726586786959911635e-01 6.723785154489823057e-01 6.721795869622622099e-01 6.722706546788635995e-01 6.724954040430247693e-01
2.425000000000000355e+01 6.730576094967819500e-01 6.726633013695295649e-01 6.723829255813011940e-01 6.721832703747649962e-01 6.722738146436707529e-01 6.724979276202353029e-01
2.426000000000000156e+01 6.730623548758277730e-01 6.726679288033062809e-01 6.723873407648162104e-01 6.721869598051066763e-01 6.722769813147337903e-01 6.725004587372608311e-01
2.427000000000000313e+01 6.730671048311971383e-01 6.726725609844020903e-01 6.723917609861745914e-01 6.721906552384082634e-01 6.722801546760593938e-01 6.725029973767473468e-01
2.428000000000000114e+01 6.730718593502335034e-01 6.726771978999305235e-01 6.723961862320544380e-01 6.721943566598238551e-01 6.722833347116917713e-01 6.725055435213773691e-01
2.429000000000000270e+01 6.730766184203118563e-01 6.726818395370336434e-01 6.724006164891640491e-01 6.721980640545418551e-01 6.722865214057105465e-01 6.725080971538742736e-01
2.430000000000000071e+01 6.730813820288348293e-01 6.726864858828841554e-01 6.724050517442436981e-01 6.722017774077844177e-01 6.722897147422289832e-01 6.725106582569982949e-01
2.431000000000000227e+01 6.730861501632343646e-01 6.726911369246836303e-01 6.724094919840619689e-01 6.722054967048062268e-01 6.722929147053969823e-01 6.725132268135474156e-01
2.432000000000000384e+01 6.730909228109740461e-01 6.726957926496631712e-01 6.724139371954187538e-01 6.722092219308956063e-01 6.722961212794005270e-01 6.725158028063591420e-01
2.433000000000000185e+01 6.730956999595439916e-01 6.727004530450845232e-01 6.724183873651448096e-01 6.722129530713736312e-01 6.722993344484603506e-01 6.725183862183087280e-01
2.434000000000000341e+01 6.731004815964658494e-01 6.727051180982376311e-01 6.724228424801000914e-01 6.722166901115943505e-01 6.723025541968313812e-01 6.725209770323072878e-01
2.435000000000000142e+01 6.731052677092875802e-01 6.727097877964420825e-01 6.724273025271757520e-01 6.722204330369466740e-01 6.723057805088065164e-01 6.725235752313075688e-01
2.436000000000000298e+01 6.731100582855882308e-01 6.727144621270487734e-01 6.724317674932928091e-01 6.722241818328492657e-01 6.723090133687111836e-01 6.725261807982959583e-01
2.437000000000000099e+01 6.731148533129751588e-01 6.727191410774334690e-01 6.724362373654009239e-01 6.722279364847563166e-01 6.723122527609060040e-01 6.725287937163001439e-01
2.438000000000000256e+01 6.731196527790846984e-01 6.727238246350056849e-01 6.724407121304809554e-01 6.722316969781534368e-01 6.723154986697882363e-01 6.725314139683828962e-01
2.439000000000000057e+01 6.731244566715811617e-01 6.727285127872016934e-01 6.724451917755438490e-01 6.722354632985584333e-01 6.723187510797878907e-01 6.725340415376453995e-01
2.440000000000000213e+01 6.731292649781590587e-01 6.727332055214867435e-01 6.724496762876295275e-01 6.722392354315243068e-01 6.723220099753711709e-01 6.725366764072254755e-01
2.441000000000000369e+01 6.731340776865395448e-01 6.727379028253559490e-01 6.724541656538064460e-01 6.722430133626328130e-01 6.723252753410372540e-01 6.725393185603000257e-01
2.442000000000000171e+01 6.731388947844743065e-01 6.727426046863329567e-01 6.724586598611763666e-01 6.722467970775014567e-01 6.723285471613228426e-01 6.725419679800811457e-01
2.443000000000000327e+01 6.731437162597430079e-01 6.727473110919693911e-01 6.724631588968669194e-01 6.722505865617780518e-01 6.723318254207955036e-01 6.725446246498191227e-01
2.444000000000000128e+01 6.731485421001517366e-01 6.727520220298470743e-01 6.724676627480361546e-01 6.722543818011431638e-01 6.723351101040606626e-01 6.725472885528019917e-01
2.445000000000000284e+01 6.731533722935373332e-01 6.727567374875750295e-01 6.724721714018728758e-01 6.722581827813102207e-01 6.723384011957552753e-01 6.725499596723513163e-01
2.446000000000000085e+01 6.731582068277647268e-01 6.727614574527921443e-01 6.724766848455941970e-01 6.722619894880237368e-01 6.723416986805511586e-01 6.725526379918299602e-01
2.447000000000000242e+01 6.731630456907262694e-01 6.727661819131641741e-01 6.724812030664456541e-01 6.722658019070616442e-01 6.723450025431554344e-01 6.725553234946349823e-01
2.448000000000000043e+01 6.731678888703417352e-01 6.727709108563880713e-01 6.724857260517038693e-01 6.722696200242318509e-01 6.723483127683085314e-01 6.725580161642004118e-01
2.449000000000000199e+01 6.731727363545603193e-01 6.727756442701856576e-01 6.724902537886724430e-01 6.722734438253759048e-01 6.723516293407847400e-01 6.725607159839969151e-01
2.450000000000000355e+01 6.731775881313586396e-01 6.727803821423106179e-01 6.724947862646857288e-01 6.722772732963667730e-01 6.723549522453921012e-01 6.725634229375323514e-01
2.451000000000000156e+01 6.731824441887411803e-01 6.727851244605416170e-01 6.724993234671065023e-01 6.722811084231080647e-01 6.723582814669728513e-01 6.725661370083497737e-01
2.452000000000000313e+01 6.731873045147405143e-01 6.727898712126881842e-01 6.725038653833256275e-01 6.722849491915360298e-01 6.723616169904030881e-01 6.725688581800292054e-01
2.453000000000000114e+01 6.731921690974166372e-01 6.727946223865854947e-01 6.725084120007640553e-01 6.722887955876188926e-01 6.723649588005919941e-01 6.725715864361871965e-01
2.454000000000000270e+01 6.731970379248580771e-01 6.727993779700991439e-01 6.725129633068709367e-01 6.722926475973551863e-01 6.723683068824823916e-01 6.725743217604752688e-01
2.455000000000000071e+01 6.732019109851793415e-01 6.728041379511204845e-01 6.725175192891237330e-01 6.722965052067754188e-01 6.723716612210511867e-01 6.725770641365822478e-01
2.456000000000000227e+01 6.732067882665249137e-01 6.728089023175705119e-01 6.725220799350285494e-01 6.723003684019422943e-01 6.723750218013082591e-01 6.725798135482324858e-01
2.457000000000000384e+01 6.732116697570638131e-01 6.728136710573970891e-01 6.725266452321203570e-01 6.723042371689471608e-01 6.723783886082953520e-01 6.725825699791859735e-01
2.458000000000000185e+01 6.732165554449949241e-01 6.728184441585763897e-01 6.725312151679634365e-01 6.723081114939156722e-01 6.723817616270908459e-01 6.725853334132384509e-01
2.459000000000000341e+01 6.732214453185431102e-01 6.728232216091112328e-01 6.725357897301481591e-01 6.723119913630030142e-01 6.723851408428033194e-01 6.725881038342215179e-01
2.460000000000000142e+01 6.732263393659619899e-01 6.728280033970337470e-01 6.725403689062958712e-01 6.723158767623953480e-01 6.723885262405761010e-01 6.725908812260023018e-01
2.461000000000000298e+01 6.732312375755308276e-01 6.728327895104008194e-01 6.725449526840534542e-01 6.723197676783101429e-01 6.723919178055841606e-01 6.725936655724836788e-01
2.462000000000000099e+01 6.732361399355564213e-01 6.728375799373002009e-01 6.725495410510987648e-01 6.723236640969952882e-01 6.723953155230355527e-01 6.725964568576031644e-01
2.463000000000000256e+01 6.732410464343734358e-01 6.728423746658451776e-01 6.725541339951357500e-01 6.723275660047304259e-01 6.723987193781724159e-01 6.725992550653351332e-01
2.464000000000000057e+01 6.732459570603427368e-01 6.728471736841760142e-01 6.725587315038965563e-01 6.723314733878239524e-01 6.724021293562684187e-01 6.726020601796875997e-01
2.465000000000000213e+01 6.732508718018522798e-01 6.728519769804610640e-01 6.725633335651430844e-01 6.723353862326177932e-01 6.724055454426304257e-01 6.726048721847042167e-01
2.466000000000000369e+01 6.732557906473175535e-01 6.728567845428958805e-01 6.725679401666622148e-01 6.723393045254819622e-01 6.724089676225983858e-01 6.726076910644646079e-01
2.467000000000000171e+01 6.732607135851798041e-01 6.728615963597018856e-01 6.725725512962711372e-01 6.723432282528184478e-01 6.724123958815432234e-01 6.726105168030821480e-01
2.468000000000000327e+01 6.732656406039086994e-01 6.728664124191303664e-01 6.725771669418139087e-01 6.723471574010589924e-01 6.724158302048695024e-01 6.726133493847056277e-01
2.469000000000000128e+01 6.732705716919985539e-01 6.728712327094561463e-01 6.725817870911627860e-01 6.723510919566655364e-01 6.724192705780136503e-01 6.726161887935189210e-01
2.470000000000000284e+01 6.732755068379704388e-01 6.728760572189839140e-01 6.725864117322162272e-01 6.723550319061307734e-01 6.724227169864449571e-01 6.726190350137405405e-01
2.471000000000000085e+01 6.732804460303742911e-01 6.728808859360433381e-01 6.725910408529017781e-01 6.723589772359771510e-01 6.724261694156647984e-01 6.726218880296235270e-01
2.472000000000000242e+01 6.732853892577844723e-01 6.728857188489911767e-01 6.725956744411732968e-01 6.723629279327576480e-01 6.724296278512054137e-01 6.726247478254550050e-01
2.473000000000000043e+01 6.732903365088019898e-01 6.728905559462118324e-01 6.726003124850138404e-01 6.723668839830553301e-01 6.724330922786321274e-01 6.726276143855572931e-01
2.474000000000000199e+01 6.732952877720549401e-01 6.728953972161152430e-01 6.726049549724311127e-01 6.723708453734831281e-01 6.724365626835425713e-01 6.726304876942872379e-01
2.475000000000000355e+01 6.733002430361970658e-01 6.729002426471394349e-01 6.726096018914629049e-01 6.723748120906831716e-01 6.724400390515662407e-01 6.726333677360348817e-01
2.476000000000000156e+01 6.733052022899087552e-01 6.729050922277471924e-01 6.726142532301720989e-01 6.723787841213285654e-01 6.724435213683628287e-01 6.726362544952264599e-01
2.477000000000000313e+01 6.733101655218960424e-01 6.729099459464283894e-01 6.726189089766499984e-01 6.723827614521212803e-01 6.724470096196254465e-01 6.726391479563202935e-01
2.478000000000000114e+01 6.733151327208914960e-01 6.729148037916995451e-01 6.726235691190143307e-01 6.723867440697935960e-01 6.724505037910781802e-01 6.726420481038098975e-01
2.479000000000000270e+01 6.733201038756537748e-01 6.729196657521040459e-01 6.726282336454108002e-01 6.723907319611071021e-01 6.724540038684775345e-01 6.726449549222226487e-01
2.480000000000000071e+01 6.733250789749667398e-01 6.729245318162109246e-01 6.726329025440100917e-01 6.723947251128532532e-01 6.724575098376098792e-01 6.726478683961196747e-01
2.481000000000000227e+01 6.733300580076413411e-01 6.729294019726148601e-01 6.726375758030123109e-01 6.723987235118523698e-01 6.724610216842946686e-01 6.726507885100956319e-01
2.482000000000000384e+01 6.733350409625137312e-01 6.729342762099378428e-01 6.726422534106422102e-01 6.724027271449545262e-01 6.724645393943811111e-01 6.726537152487800375e-01
2.483000000000000185e+01 6.733400278284450424e-01 6.729391545168275091e-01 6.726469353551527419e-01 6.724067359990394399e-01 6.724680629537517218e-01 6.726566485968343834e-01
2.484000000000000341e+01 6.733450185943238298e-01 6.729440368819559204e-01 6.726516216248223934e-01 6.724107500610151389e-01 6.724715923483169933e-01 6.726595885389557994e-01
2.485000000000000142e+01 6.733500132490625179e-01 6.729489232940243371e-01 6.726563122079577406e-01 6.724147693178199603e-01 6.724751275640226122e-01 6.726625350598727238e-01
2.486000000000000298e+01 6.733550117816006209e-01 6.729538137417564458e-01 6.726610070928902285e-01 6.724187937564202189e-01 6.724786685868419100e-01 6.726654881443481226e-01
2.487000000000000099e+01 6.733600141809020778e-01 6.729587082139047993e-01 6.726657062679790577e-01 6.724228233638134267e-01 6.724822154027813026e-01 6.726684477771789350e-01
2.488000000000000256e+01 6.733650204359570290e-01 6.729636066992455978e-01 6.726704097216095191e-01 6.724268581270227418e-01 6.724857679978762937e-01 6.726714139431942963e-01
2.489000000000000057e+01 6.733700305357808169e-01 6.729685091865819091e-01 6.726751174421926605e-01 6.724308980331028529e-01 6.724893263581953606e-01 6.726743866272567596e-01
2.490000000000000213e+01 6.733750444694132087e-01 6.729734156647406706e-01 6.726798294181668414e-01 6.724349430691363150e-01 6.724928904698357357e-01 6.726773658142626289e-01
2.491000000000000369e+01 6.733800622259202839e-01 6.729783261225769087e-01 6.726845456379957344e-01 6.724389932222351041e-01 6.724964603189262924e-01 6.726803514891399605e-01
2.492000000000000171e+01 6.733850837943932133e-01 6.729832405489698521e-01 6.726892660901702126e-01 6.724430484795388407e-01 6.725000358916269905e-01 6.726833436368506725e-01
2.493000000000000327e+01 6.733901091639487024e-01 6.729881589328230440e-01 6.726939907632061288e-01 6.724471088282159004e-01 6.725036171741262114e-01 6.726863422423894345e-01
2.494000000000000128e+01 6.733951383237266608e-01 6.729930812630681158e-01 6.726987196456459817e-01 6.724511742554644123e-01 6.725072041526450883e-01 6.726893472907838900e-01
2.495000000000000284e+01 6.734001712628941982e-01 6.729980075286594587e-01 6.727034527260583596e-01 6.724552447485097062e-01 6.725107968134346192e-01 6.726923587670935456e-01
2.496000000000000085e+01 6.734052079706418503e-01 6.730029377185781092e-01 6.727081899930370534e-01 6.724593202946059778e-01 6.725143951427747790e-01 6.726953766564115478e-01
2.497000000000000242e+01 6.734102484361865759e-01 6.730078718218301947e-01 6.727129314352029432e-01 6.724634008810363994e-01 6.725179991269775170e-01 6.726984009438630174e-01
2.498000000000000043e+01 6.734152926487684265e-01 6.730128098274461568e-01 6.727176770412015561e-01 6.724674864951114550e-01 6.725216087523838704e-01 6.727014316146056050e-01
2.499000000000000199e+01 6.734203405976532109e-01 6.730177517244819718e-01 6.727224267997039542e-01 6.724715771241697171e-01 6.725252240053646302e-01 6.727044686538291574e-01
2.500000000000000355e+01 6.734253922721308294e-01 6.730226975020194846e-01 6.727271806994084002e-01 6.724756727555787350e-01 6.725288448723218959e-01 6.727075120467558289e-01
2.501000000000000156e+01 6.734304476615182722e-01 6.730276471491630774e-01 6.727319387290380259e-01 6.724797733767339247e-01 6.725324713396870768e-01 6.727105617786411917e-01
2.502000000000000313e+01 6.734355067551521801e-01 6.730326006550452211e-01 6.727367008773401658e-01 6.724838789750589019e-01 6.725361033939202260e-01 6.727136178347710160e-01
2.503000000000000114e+01 6.734405695423989480e-01 6.730375580088205911e-01 6.727414671330893547e-01 6.724879895380040384e-01 6.725397410215131488e-01 6.727166802004644897e-01
2.504000000000000270e+01 6.734456360126458430e-01 6.730425191996706191e-01 6.727462374850851079e-01 6.724921050530489053e-01 6.725433842089866276e-01 6.727197488610729970e-01
2.505000000000000071e+01 6.734507061553062224e-01 6.730474842167994964e-01 6.727510119221516982e-01 6.724962255077000517e-01 6.725470329428903105e-01 6.727228238019784534e-01
2.506000000000000227e+01 6.734557799598174244e-01 6.730524530494371716e-01 6.727557904331394889e-01 6.725003508894925597e-01 6.725506872098042654e-01 6.727259050085953040e-01
2.507000000000000384e+01 6.734608574156407679e-01 6.730574256868383509e-01 6.727605730069234902e-01 6.725044811859882676e-01 6.725543469963380927e-01 6.727289924663706344e-01
2.508000000000000185e+01 6.734659385122626629e-01 6.730624021182818328e-01 6.727653596324040253e-01 6.725086163847773246e-01 6.725580122891304802e-01 6.727320861607823943e-01
2.509000000000000341e+01 6.734710232391928342e-01 6.730673823330699523e-01 6.727701502985067306e-01 6.725127564734773022e-01 6.725616830748495367e-01 6.727351860773401748e-01
2.510000000000000142e+01 6.734761115859644320e-01 6.730723663205326890e-01 6.727749449941817783e-01 6.725169014397324174e-01 6.725653593401925701e-01 6.727382922015845423e-01
2.511000000000000298e+01 6.734812035421365861e-01 6.730773540700195623e-01 6.727797437084047649e-01 6.725210512712157529e-01 6.725690410718867529e-01 6.727414045190885927e-01
2.512000000000000099e+01 6.734862990972911856e-01 6.730823455709081804e-01 6.727845464301764888e-01 6.725252059556258155e-01 6.725727282566867915e-01 6.727445230154567302e-01
2.513000000000000256e+01 6.734913982410341005e-01 6.730873408125990220e-01 6.727893531485217293e-01 6.725293654806910881e-01 6.725764208813784784e-01 6.727476476763241120e-01
2.514000000000000057e+01 6.734965009629949595e-01 6.730923397845173239e-01 6.727941638524910228e-01 6.725335298341645895e-01 6.725801189327760277e-01 6.727507784873567598e-01
2.515000000000000213e+01 6.735016072528279274e-01 6.730973424761105273e-01 6.727989785311587756e-01 6.725376990038273162e-01 6.725838223977208541e-01 6.727539154342527805e-01
2.516000000000000369e+01 6.735067171002102615e-01 6.731023488768524965e-01 6.728037971736243739e-01 6.725418729774880200e-01 6.725875312630857916e-01 6.727570585027417005e-01
2.517000000000000171e+01 6.735118304948427559e-01 6.731073589762394116e-01 6.728086197690128500e-01 6.725460517429820984e-01 6.725912455157710967e-01 6.727602076785826890e-01
2.518000000000000327e+01 6.735169474264504075e-01 6.731123727637926546e-01 6.728134463064718851e-01 6.725502352881718160e-01 6.725949651427054476e-01 6.727633629475666677e-01
2.519000000000000128e+01 6.735220678847817499e-01 6.731173902290564781e-01 6.728182767751748061e-01 6.725544236009459720e-01 6.725986901308477206e-01 6.727665242955148672e-01
2.520000000000000284e+01 6.735271918596077434e-01 6.731224113615992266e-01 6.728231111643192541e-01 6.725586166692204548e-01 6.726024204671836593e-01 6.727696917082804928e-01
2.521000000000000085e+01 6.735323193407246611e-01 6.731274361510133364e-01 6.728279494631274060e-01 6.725628144809382425e-01 6.726061561387277621e-01 6.727728651717459485e-01
