kT  U_n0  U_n1  U_n2  U_n3  U_n4  U_n5
4.971000000000000085e+01 3.650909650777423110e+01 3.634082794536421801e+01 3.616953733186473130e+01 3.581768009521958618e+01 3.563700657573207309e+01 3.545309720093462857e+01
4.971999999999999886e+01 3.651596728168976114e+01 3.634769414961544243e+01 3.617639924515123084e+01 3.582453430127613103e+01 3.564385738527742831e+01 3.545994493217607868e+01
4.972999999999999687e+01 3.652283810244318119e+01 3.635456040081029272e+01 3.618326120537949464e+01 3.583138855393126221e+01 3.565070824107144887e+01 3.546679270919143789e+01
4.974000000000000199e+01 3.652970897002589368e+01 3.636142669894019974e+01 3.619012321254114539e+01 3.583824285317716374e+01 3.565755914310658881e+01 3.547364053197356526e+01
4.975000000000000000e+01 3.653657988442927262e+01 3.636829304399666540e+01 3.619698526662780580e+01 3.584509719900588465e+01 3.566441009137533769e+01 3.548048840051537667e+01
4.975999999999999801e+01 3.654345084564474178e+01 3.637515943597115609e+01 3.620384736763111277e+01 3.585195159140953081e+01 3.567126108587005717e+01 3.548733631480973116e+01
4.976999999999999602e+01 3.655032185366370356e+01 3.638202587485515238e+01 3.621070951554262507e+01 3.585880603038022230e+01 3.567811212658329367e+01 3.549418427484947358e+01
4.978000000000000114e+01 3.655719290847754621e+01 3.638889236064016330e+01 3.621757171035404355e+01 3.586566051591004367e+01 3.568496321350745859e+01 3.550103228062755534e+01
4.978999999999999915e+01 3.656406401007767215e+01 3.639575889331761971e+01 3.622443395205691985e+01 3.587251504799110791e+01 3.569181434663499175e+01 3.550788033213680706e+01
4.979999999999999716e+01 3.657093515845550513e+01 3.640262547287903061e+01 3.623129624064291221e+01 3.587936962661556350e+01 3.569866552595838982e+01 3.551472842937010910e+01
4.981000000000000227e+01 3.657780635360244048e+01 3.640949209931587660e+01 3.623815857610367175e+01 3.588622425177543818e+01 3.570551675147010684e+01 3.552157657232034893e+01
4.982000000000000028e+01 3.658467759550990905e+01 3.641635877261964538e+01 3.624502095843076432e+01 3.589307892346291595e+01 3.571236802316256131e+01 3.552842476098042113e+01
4.982999999999999829e+01 3.659154888416928486e+01 3.642322549278182464e+01 3.625188338761585527e+01 3.589993364167004586e+01 3.571921934102822860e+01 3.553527299534317052e+01
4.983999999999999631e+01 3.659842021957202007e+01 3.643009225979391630e+01 3.625874586365055308e+01 3.590678840638897640e+01 3.572607070505957694e+01 3.554212127540152011e+01
4.985000000000000142e+01 3.660529160170948160e+01 3.643695907364737252e+01 3.626560838652650176e+01 3.591364321761181344e+01 3.573292211524905326e+01 3.554896960114830762e+01
4.985999999999999943e+01 3.661216303057312160e+01 3.644382593433370943e+01 3.627247095623532402e+01 3.592049807533065575e+01 3.573977357158911872e+01 3.555581797257644183e+01
4.986999999999999744e+01 3.661903450615432831e+01 3.645069284184440761e+01 3.627933357276864967e+01 3.592735297953762341e+01 3.574662507407222023e+01 3.556266638967879601e+01
4.988000000000000256e+01 3.662590602844453969e+01 3.645755979617098319e+01 3.628619623611811562e+01 3.593420793022481519e+01 3.575347662269084026e+01 3.556951485244823630e+01
4.989000000000000057e+01 3.663277759743517237e+01 3.646442679730489544e+01 3.629305894627535167e+01 3.594106292738436537e+01 3.576032821743741863e+01 3.557636336087764306e+01
4.989999999999999858e+01 3.663964921311762879e+01 3.647129384523765339e+01 3.629992170323198053e+01 3.594791797100835851e+01 3.576717985830441648e+01 3.558321191495991798e+01
4.990999999999999659e+01 3.664652087548333981e+01 3.647816093996075892e+01 3.630678450697966042e+01 3.595477306108894311e+01 3.577403154528428075e+01 3.559006051468793430e+01
4.992000000000000171e+01 3.665339258452375759e+01 3.648502808146571397e+01 3.631364735751002115e+01 3.596162819761821083e+01 3.578088327836950100e+01 3.559690916005455819e+01
4.992999999999999972e+01 3.666026434023024905e+01 3.649189526974400621e+01 3.632051025481469253e+01 3.596848338058827466e+01 3.578773505755252415e+01 3.560375785105266999e+01
4.993999999999999773e+01 3.666713614259429477e+01 3.649876250478715178e+01 3.632737319888531147e+01 3.597533860999127597e+01 3.579458688282580425e+01 3.561060658767515008e+01
4.994999999999999574e+01 3.667400799160727587e+01 3.650562978658663837e+01 3.633423618971353619e+01 3.598219388581928513e+01 3.580143875418180244e+01 3.561745536991487882e+01
4.996000000000000085e+01 3.668087988726064452e+01 3.651249711513397500e+01 3.634109922729098940e+01 3.598904920806447905e+01 3.580829067161300117e+01 3.562430419776474366e+01
4.996999999999999886e+01 3.668775182954582448e+01 3.651936449042067068e+01 3.634796231160933644e+01 3.599590457671893517e+01 3.581514263511184026e+01 3.563115307121762498e+01
4.997999999999999687e+01 3.669462381845425369e+01 3.652623191243819889e+01 3.635482544266017157e+01 3.600275999177479491e+01 3.582199464467080929e+01 3.563800199026638893e+01
4.999000000000000199e+01 3.670149585397736303e+01 3.653309938117812550e+01 3.636168862043519567e+01 3.600961545322416413e+01 3.582884670028232676e+01 3.564485095490395850e+01
5.000000000000000000e+01 3.670836793610655491e+01 3.653996689663191688e+01 3.636855184492603144e+01 3.601647096105914869e+01 3.583569880193888935e+01 3.565169996512313588e+01
5.000999999999999801e+01 3.671524006483331704e+01 3.654683445879108206e+01 3.637541511612431577e+01 3.602332651527191842e+01 3.584255094963295107e+01 3.565854902091684409e+01
5.001999999999999602e+01 3.672211224014905184e+01 3.655370206764715135e+01 3.638227843402170691e+01 3.603018211585455788e+01 3.584940314335697309e+01 3.566539812227798478e+01
5.003000000000000114e+01 3.672898446204521861e+01 3.656056972319161957e+01 3.638914179860987730e+01 3.603703776279918003e+01 3.585625538310342364e+01 3.567224726919941702e+01
5.003999999999999915e+01 3.673585673051321976e+01 3.656743742541600994e+01 3.639600520988043542e+01 3.604389345609794049e+01 3.586310766886476387e+01 3.567909646167401405e+01
5.004999999999999716e+01 3.674272904554453589e+01 3.657430517431184569e+01 3.640286866782506792e+01 3.605074919574294512e+01 3.586996000063346202e+01 3.568594569969466335e+01
5.006000000000000227e+01 3.674960140713059076e+01 3.658117296987062161e+01 3.640973217243541171e+01 3.605760498172632822e+01 3.587681237840200055e+01 3.569279498325423816e+01
5.007000000000000028e+01 3.675647381526282942e+01 3.658804081208386805e+01 3.641659572370310372e+01 3.606446081404020987e+01 3.588366480216282639e+01 3.569964431234562596e+01
5.007999999999999829e+01 3.676334626993268273e+01 3.659490870094310111e+01 3.642345932161983768e+01 3.607131669267673146e+01 3.589051727190840069e+01 3.570649368696170711e+01
5.008999999999999631e+01 3.677021877113162418e+01 3.660177663643985113e+01 3.643032296617724342e+01 3.607817261762797045e+01 3.589736978763120590e+01 3.571334310709535487e+01
5.010000000000000142e+01 3.677709131885109173e+01 3.660864461856562002e+01 3.643718665736697915e+01 3.608502858888611797e+01 3.590422234932369605e+01 3.572019257273945669e+01
5.010999999999999943e+01 3.678396391308251623e+01 3.661551264731194522e+01 3.644405039518071021e+01 3.609188460644325858e+01 3.591107495697836782e+01 3.572704208388691427e+01
5.011999999999999744e+01 3.679083655381737827e+01 3.662238072267033573e+01 3.645091417961010194e+01 3.609874067029154787e+01 3.591792761058764683e+01 3.573389164053055111e+01
5.013000000000000256e+01 3.679770924104711582e+01 3.662924884463236452e+01 3.645777801064681256e+01 3.610559678042309883e+01 3.592478031014402262e+01 3.574074124266330443e+01
5.014000000000000057e+01 3.680458197476315974e+01 3.663611701318947667e+01 3.646464188828248609e+01 3.611245293683005997e+01 3.593163305563997767e+01 3.574759089027801906e+01
5.014999999999999858e+01 3.681145475495699770e+01 3.664298522833326643e+01 3.647150581250881629e+01 3.611930913950453714e+01 3.593848584706796601e+01 3.575444058336760378e+01
5.015999999999999659e+01 3.681832758162007480e+01 3.664985349005524284e+01 3.647836978331744717e+01 3.612616538843870018e+01 3.594533868442043456e+01 3.576129032192491763e+01
5.017000000000000171e+01 3.682520045474385029e+01 3.665672179834694333e+01 3.648523380070004407e+01 3.613302168362464784e+01 3.595219156768991553e+01 3.576814010594286231e+01
5.017999999999999972e+01 3.683207337431975503e+01 3.666359015319987691e+01 3.649209786464829364e+01 3.613987802505452152e+01 3.595904449686883453e+01 3.577498993541427552e+01
5.018999999999999773e+01 3.683894634033929094e+01 3.667045855460558812e+01 3.649896197515383989e+01 3.614673441272046972e+01 3.596589747194967401e+01 3.578183981033209449e+01
5.019999999999999574e+01 3.684581935279391018e+01 3.667732700255562150e+01 3.650582613220836237e+01 3.615359084661459832e+01 3.597275049292490934e+01 3.578868973068916404e+01
5.021000000000000085e+01 3.685269241167505783e+01 3.668419549704151450e+01 3.651269033580354773e+01 3.616044732672909134e+01 3.597960355978700875e+01 3.579553969647839295e+01
5.021999999999999886e+01 3.685956551697421446e+01 3.669106403805477612e+01 3.651955458593103998e+01 3.616730385305605466e+01 3.598645667252843339e+01 3.580238970769264739e+01
5.022999999999999687e+01 3.686643866868282515e+01 3.669793262558698643e+01 3.652641888258251868e+01 3.617416042558762257e+01 3.599330983114167992e+01 3.580923976432478639e+01
5.024000000000000199e+01 3.687331186679239181e+01 3.670480125962965445e+01 3.653328322574968468e+01 3.618101704431595067e+01 3.600016303561920239e+01 3.581608986636771164e+01
5.025000000000000000e+01 3.688018511129434529e+01 3.671166994017433183e+01 3.654014761542417489e+01 3.618787370923315905e+01 3.600701628595349035e+01 3.582294001381431769e+01
5.025999999999999801e+01 3.688705840218018750e+01 3.671853866721254889e+01 3.654701205159768307e+01 3.619473042033138910e+01 3.601386958213701206e+01 3.582979020665749204e+01
5.026999999999999602e+01 3.689393173944136350e+01 3.672540744073587859e+01 3.655387653426189587e+01 3.620158717760280354e+01 3.602072292416223576e+01 3.583664044489008660e+01
5.028000000000000114e+01 3.690080512306936811e+01 3.673227626073585128e+01 3.656074106340848573e+01 3.620844398103951534e+01 3.602757631202165101e+01 3.584349072850499596e+01
5.028999999999999915e+01 3.690767855305566059e+01 3.673914512720400438e+01 3.656760563902913219e+01 3.621530083063369432e+01 3.603442974570772606e+01 3.585034105749508626e+01
5.029999999999999716e+01 3.691455202939171443e+01 3.674601404013188954e+01 3.657447026111550059e+01 3.622215772637746767e+01 3.604128322521292915e+01 3.585719143185326629e+01
5.031000000000000227e+01 3.692142555206903154e+01 3.675288299951105131e+01 3.658133492965931310e+01 3.622901466826298389e+01 3.604813675052975697e+01 3.586404185157243774e+01
5.032000000000000028e+01 3.692829912107907120e+01 3.675975200533304843e+01 3.658819964465218533e+01 3.623587165628238438e+01 3.605499032165068485e+01 3.587089231664543831e+01
5.032999999999999829e+01 3.693517273641329979e+01 3.676662105758943966e+01 3.659506440608588207e+01 3.624272869042781053e+01 3.606184393856818104e+01 3.587774282706515550e+01
5.033999999999999631e+01 3.694204639806324053e+01 3.677349015627176954e+01 3.660192921395204024e+01 3.624958577069141086e+01 3.606869760127469959e+01 3.588459338282450517e+01
5.035000000000000142e+01 3.694892010602033849e+01 3.678035930137160392e+01 3.660879406824236781e+01 3.625644289706534806e+01 3.607555130976277269e+01 3.589144398391633928e+01
5.035999999999999943e+01 3.695579386027608138e+01 3.678722849288046604e+01 3.661565896894854433e+01 3.626330006954175644e+01 3.608240506402483305e+01 3.589829463033355239e+01
5.036999999999999744e+01 3.696266766082197108e+01 3.679409773078995727e+01 3.662252391606226354e+01 3.627015728811278450e+01 3.608925886405341288e+01 3.590514532206903198e+01
5.038000000000000256e+01 3.696954150764949532e+01 3.680096701509160084e+01 3.662938890957521210e+01 3.627701455277057363e+01 3.609611270984093778e+01 3.591199605911565840e+01
5.039000000000000057e+01 3.697641540075012045e+01 3.680783634577696972e+01 3.663625394947907665e+01 3.628387186350727944e+01 3.610296660137990443e+01 3.591884684146629070e+01
5.039999999999999858e+01 3.698328934011536973e+01 3.681470572283762266e+01 3.664311903576555807e+01 3.629072922031506465e+01 3.610982053866282371e+01 3.592569766911385187e+01
5.040999999999999659e+01 3.699016332573669530e+01 3.682157514626513262e+01 3.664998416842635720e+01 3.629758662318607065e+01 3.611667452168213543e+01 3.593254854205120807e+01
5.042000000000000171e+01 3.699703735760562751e+01 3.682844461605105835e+01 3.665684934745316070e+01 3.630444407211245306e+01 3.612352855043036470e+01 3.593939946027124677e+01
5.042999999999999972e+01 3.700391143571363273e+01 3.683531413218695860e+01 3.666371457283766233e+01 3.631130156708635326e+01 3.613038262489995134e+01 3.594625042376684831e+01
5.043999999999999773e+01 3.701078556005221998e+01 3.684218369466441345e+01 3.667057984457156294e+01 3.631815910809995529e+01 3.613723674508340622e+01 3.595310143253090018e+01
5.044999999999999574e+01 3.701765973061289117e+01 3.684905330347498165e+01 3.667744516264657761e+01 3.632501669514535791e+01 3.614409091097320470e+01 3.595995248655628274e+01
5.046000000000000085e+01 3.702453394738714820e+01 3.685592295861021483e+01 3.668431052705439299e+01 3.633187432821478779e+01 3.615094512256184345e+01 3.596680358583589054e+01
5.046999999999999886e+01 3.703140821036646457e+01 3.686279266006172151e+01 3.669117593778672415e+01 3.633873200730036501e+01 3.615779937984178360e+01 3.597365473036259687e+01
5.047999999999999687e+01 3.703828251954234219e+01 3.686966240782103199e+01 3.669804139483524352e+01 3.634558973239424517e+01 3.616465368280552894e+01 3.598050592012928206e+01
5.049000000000000199e+01 3.704515687490633979e+01 3.687653220187974767e+01 3.670490689819169461e+01 3.635244750348858389e+01 3.617150803144557614e+01 3.598735715512885491e+01
5.050000000000000000e+01 3.705203127644989536e+01 3.688340204222945573e+01 3.671177244784774274e+01 3.635930532057552966e+01 3.617836242575437211e+01 3.599420843535418868e+01
5.050999999999999801e+01 3.705890572416456052e+01 3.689027192886172202e+01 3.671863804379513141e+01 3.636616318364726652e+01 3.618521686572444906e+01 3.600105976079816372e+01
5.051999999999999602e+01 3.706578021804181589e+01 3.689714186176807686e+01 3.672550368602554727e+01 3.637302109269597850e+01 3.619207135134826814e+01 3.600791113145366040e+01
5.053000000000000114e+01 3.707265475807317046e+01 3.690401184094017140e+01 3.673236937453069118e+01 3.637987904771376435e+01 3.619892588261832600e+01 3.601476254731358040e+01
5.053999999999999915e+01 3.707952934425014746e+01 3.691088186636953594e+01 3.673923510930229952e+01 3.638673704869282233e+01 3.620578045952711221e+01 3.602161400837080407e+01
5.054999999999999716e+01 3.708640397656426302e+01 3.691775193804777189e+01 3.674610089033205895e+01 3.639359509562530803e+01 3.621263508206710213e+01 3.602846551461820468e+01
5.056000000000000227e+01 3.709327865500701193e+01 3.692462205596647351e+01 3.675296671761172718e+01 3.640045318850339129e+01 3.621948975023079953e+01 3.603531706604868390e+01
5.057000000000000028e+01 3.710015337956991743e+01 3.693149222011718535e+01 3.675983259113296953e+01 3.640731132731923481e+01 3.622634446401069397e+01 3.604216866265512920e+01
5.057999999999999829e+01 3.710702815024448853e+01 3.693836243049154433e+01 3.676669851088750818e+01 3.641416951206497998e+01 3.623319922339928922e+01 3.604902030443042094e+01
5.058999999999999631e+01 3.711390296702226266e+01 3.694523268708109498e+01 3.677356447686708663e+01 3.642102774273285348e+01 3.624005402838901801e+01 3.605587199136743948e+01
5.060000000000000142e+01 3.712077782989473462e+01 3.695210298987745290e+01 3.678043048906339862e+01 3.642788601931495407e+01 3.624690887897246228e+01 3.606272372345908650e+01
5.060999999999999943e+01 3.712765273885343476e+01 3.695897333887219105e+01 3.678729654746817346e+01 3.643474434180348709e+01 3.625376377514205473e+01 3.606957550069824237e+01
5.061999999999999744e+01 3.713452769388990049e+01 3.696584373405691792e+01 3.679416265207314041e+01 3.644160271019060815e+01 3.626061871689026361e+01 3.607642732307778743e+01
5.063000000000000256e+01 3.714140269499564084e+01 3.697271417542321359e+01 3.680102880286999323e+01 3.644846112446852260e+01 3.626747370420967087e+01 3.608327919059064470e+01
5.064000000000000057e+01 3.714827774216217193e+01 3.697958466296265811e+01 3.680789499985046831e+01 3.645531958462932920e+01 3.627432873709268790e+01 3.609013110322964479e+01
5.064999999999999858e+01 3.715515283538102409e+01 3.698645519666686710e+01 3.681476124300630914e+01 3.646217809066526172e+01 3.628118381553186111e+01 3.609698306098771781e+01
5.065999999999999659e+01 3.716202797464372765e+01 3.699332577652744192e+01 3.682162753232922370e+01 3.646903664256845445e+01 3.628803893951965165e+01 3.610383506385774410e+01
5.067000000000000171e+01 3.716890315994182714e+01 3.700019640253598396e+01 3.682849386781092704e+01 3.647589524033110564e+01 3.629489410904858460e+01 3.611068711183258984e+01
5.067999999999999972e+01 3.717577839126682449e+01 3.700706707468405909e+01 3.683536024944318399e+01 3.648275388394539220e+01 3.630174932411112110e+01 3.611753920490518510e+01
5.068999999999999773e+01 3.718265366861027132e+01 3.701393779296329001e+01 3.684222667721766697e+01 3.648961257340345554e+01 3.630860458469977914e+01 3.612439134306838184e+01
5.069999999999999574e+01 3.718952899196370510e+01 3.702080855736527809e+01 3.684909315112615502e+01 3.649647130869748679e+01 3.631545989080707670e+01 3.613124352631508174e+01
5.071000000000000085e+01 3.719640436131864192e+01 3.702767936788163894e+01 3.685595967116037031e+01 3.650333008981969130e+01 3.632231524242546072e+01 3.613809575463819357e+01
5.071999999999999886e+01 3.720327977666663344e+01 3.703455022450395973e+01 3.686282623731205632e+01 3.651018891676221045e+01 3.632917063954746340e+01 3.614494802803056928e+01
5.072999999999999687e+01 3.721015523799920999e+01 3.704142112722384184e+01 3.686969284957288551e+01 3.651704778951722119e+01 3.633602608216560270e+01 3.615180034648513185e+01
5.074000000000000199e+01 3.721703074530791611e+01 3.704829207603292218e+01 3.687655950793467241e+01 3.652390670807693596e+01 3.634288157027233979e+01 3.615865270999475456e+01
5.075000000000000000e+01 3.722390629858428923e+01 3.705516307092278083e+01 3.688342621238910368e+01 3.653076567243348904e+01 3.634973710386017842e+01 3.616550511855233907e+01
5.075999999999999801e+01 3.723078189781986680e+01 3.706203411188503338e+01 3.689029296292792992e+01 3.653762468257910001e+01 3.635659268292164370e+01 3.617235757215074443e+01
5.076999999999999602e+01 3.723765754300620046e+01 3.706890519891130253e+01 3.689715975954290172e+01 3.654448373850591736e+01 3.636344830744921097e+01 3.617921007078291495e+01
5.078000000000000114e+01 3.724453323413483474e+01 3.707577633199321809e+01 3.690402660222574838e+01 3.655134284020616064e+01 3.637030397743541243e+01 3.618606261444168126e+01
5.078999999999999915e+01 3.725140897119729289e+01 3.708264751112231750e+01 3.691089349096822048e+01 3.655820198767199969e+01 3.637715969287271633e+01 3.619291520311998056e+01
5.079999999999999716e+01 3.725828475418518337e+01 3.708951873629031581e+01 3.691776042576205441e+01 3.656506118089557589e+01 3.638401545375364066e+01 3.619976783681068611e+01
5.081000000000000227e+01 3.726516058309000812e+01 3.709639000748877891e+01 3.692462740659897946e+01 3.657192041986913722e+01 3.639087126007071049e+01 3.620662051550669958e+01
5.082000000000000028e+01 3.727203645790331166e+01 3.710326132470933658e+01 3.693149443347077465e+01 3.657877970458482508e+01 3.639772711181639409e+01 3.621347323920090133e+01
5.082999999999999829e+01 3.727891237861665985e+01 3.711013268794361153e+01 3.693836150636915505e+01 3.658563903503484482e+01 3.640458300898320232e+01 3.622032600788618595e+01
5.083999999999999631e+01 3.728578834522161145e+01 3.711700409718319094e+01 3.694522862528587837e+01 3.659249841121138758e+01 3.641143895156366028e+01 3.622717882155544800e+01
5.085000000000000142e+01 3.729266435770973231e+01 3.712387555241975434e+01 3.695209579021273072e+01 3.659935783310664448e+01 3.641829493955026464e+01 3.623403168020159626e+01
5.085999999999999943e+01 3.729954041607256698e+01 3.713074705364488892e+01 3.695896300114138455e+01 3.660621730071278535e+01 3.642515097293551207e+01 3.624088458381749689e+01
5.086999999999999744e+01 3.730641652030165289e+01 3.713761860085023869e+01 3.696583025806365441e+01 3.661307681402199421e+01 3.643200705171192055e+01 3.624773753239603025e+01
5.088000000000000256e+01 3.731329267038858433e+01 3.714449019402739083e+01 3.697269756097127669e+01 3.661993637302649063e+01 3.643886317587200097e+01 3.625459052593014775e+01
5.089000000000000057e+01 3.732016886632490582e+01 3.715136183316804619e+01 3.697956490985601619e+01 3.662679597771845152e+01 3.644571934540825708e+01 3.626144356441268712e+01
5.089999999999999858e+01 3.732704510810216902e+01 3.715823351826377063e+01 3.698643230470958088e+01 3.663365562809004672e+01 3.645257556031319979e+01 3.626829664783657137e+01
5.090999999999999659e+01 3.733392139571196822e+01 3.716510524930621528e+01 3.699329974552379241e+01 3.664051532413353129e+01 3.645943182057932574e+01 3.627514977619468084e+01
5.092000000000000171e+01 3.734079772914586215e+01 3.717197702628703837e+01 3.700016723229037297e+01 3.664737506584103244e+01 3.646628812619915294e+01 3.628200294947992433e+01
5.092999999999999972e+01 3.734767410839540958e+01 3.717884884919781285e+01 3.700703476500108735e+01 3.665423485320479102e+01 3.647314447716519226e+01 3.628885616768518219e+01
5.093999999999999773e+01 3.735455053345216214e+01 3.718572071803025381e+01 3.701390234364770038e+01 3.666109468621697687e+01 3.648000087346995457e+01 3.629570943080337031e+01
5.094999999999999574e+01 3.736142700430771413e+01 3.719259263277593419e+01 3.702076996822195554e+01 3.666795456486980243e+01 3.648685731510596497e+01 3.630256273882735485e+01
5.096000000000000085e+01 3.736830352095362429e+01 3.719946459342652645e+01 3.702763763871566027e+01 3.667481448915545172e+01 3.649371380206571303e+01 3.630941609175006590e+01
5.096999999999999886e+01 3.737518008338148690e+01 3.720633659997364617e+01 3.703450535512052255e+01 3.668167445906613011e+01 3.650057033434173093e+01 3.631626948956434831e+01
5.097999999999999687e+01 3.738205669158285360e+01 3.721320865240896580e+01 3.704137311742836403e+01 3.668853447459404293e+01 3.650742691192652245e+01 3.632312293226314637e+01
5.099000000000000199e+01 3.738893334554930448e+01 3.722008075072410094e+01 3.704824092563092108e+01 3.669539453573139554e+01 3.651428353481260558e+01 3.632997641983934756e+01
5.100000000000000000e+01 3.739581004527243380e+01 3.722695289491070270e+01 3.705510877971993722e+01 3.670225464247035063e+01 3.652114020299249830e+01 3.633682995228581092e+01
5.100999999999999801e+01 3.740268679074378610e+01 3.723382508496043641e+01 3.706197667968722698e+01 3.670911479480314910e+01 3.652799691645869018e+01 3.634368352959549497e+01
5.101999999999999602e+01 3.740956358195499121e+01 3.724069732086491769e+01 3.706884462552451964e+01 3.671597499272199627e+01 3.653485367520372051e+01 3.635053715176125166e+01
5.103000000000000114e+01 3.741644041889759364e+01 3.724756960261581185e+01 3.707571261722365108e+01 3.672283523621908330e+01 3.654171047922011439e+01 3.635739081877598267e+01
5.103999999999999915e+01 3.742331730156318770e+01 3.725444193020474870e+01 3.708258065477634347e+01 3.672969552528660131e+01 3.654856732850036138e+01 3.636424453063261097e+01
5.104999999999999716e+01 3.743019422994336765e+01 3.726131430362341490e+01 3.708944873817438292e+01 3.673655585991676986e+01 3.655542422303702210e+01 3.637109828732400985e+01
5.106000000000000227e+01 3.743707120402971356e+01 3.726818672286343315e+01 3.709631686740953427e+01 3.674341624010180141e+01 3.656228116282257901e+01 3.637795208884309517e+01
5.107000000000000028e+01 3.744394822381378418e+01 3.727505918791647588e+01 3.710318504247360494e+01 3.675027666583389419e+01 3.656913814784955008e+01 3.638480593518273309e+01
5.107999999999999829e+01 3.745082528928722354e+01 3.728193169877418711e+01 3.711005326335833132e+01 3.675713713710525354e+01 3.657599517811048173e+01 3.639165982633585372e+01
5.108999999999999631e+01 3.745770240044159038e+01 3.728880425542823218e+01 3.711692153005552797e+01 3.676399765390810614e+01 3.658285225359787063e+01 3.639851376229535163e+01
5.110000000000000142e+01 3.746457955726847189e+01 3.729567685787026932e+01 3.712378984255699521e+01 3.677085821623465733e+01 3.658970937430424186e+01 3.640536774305413559e+01
5.110999999999999943e+01 3.747145675975949075e+01 3.730254950609193543e+01 3.713065820085447655e+01 3.677771882407709114e+01 3.659656654022212763e+01 3.641222176860508597e+01
5.111999999999999744e+01 3.747833400790621994e+01 3.730942220008491006e+01 3.713752660493972968e+01 3.678457947742764844e+01 3.660342375134404591e+01 3.641907583894111156e+01
5.113000000000000256e+01 3.748521130170026794e+01 3.731629493984086565e+01 3.714439505480459047e+01 3.679144017627854168e+01 3.661028100766250759e+01 3.642592995405511402e+01
5.114000000000000057e+01 3.749208864113320061e+01 3.732316772535144622e+01 3.715126355044084505e+01 3.679830092062195490e+01 3.661713830917005907e+01 3.643278411393998084e+01
5.114999999999999858e+01 3.749896602619667618e+01 3.733004055660833131e+01 3.715813209184025112e+01 3.680516171045013607e+01 3.662399565585920413e+01 3.643963831858862790e+01
5.115999999999999659e+01 3.750584345688224630e+01 3.733691343360317916e+01 3.716500067899463033e+01 3.681202254575526922e+01 3.663085304772246076e+01 3.644649256799394976e+01
5.117000000000000171e+01 3.751272093318156209e+01 3.734378635632766930e+01 3.717186931189574750e+01 3.681888342652963075e+01 3.663771048475238956e+01 3.645334686214886943e+01
5.117999999999999972e+01 3.751959845508616809e+01 3.735065932477345285e+01 3.717873799053540296e+01 3.682574435276538338e+01 3.664456796694148011e+01 3.646020120104626017e+01
5.118999999999999773e+01 3.752647602258770831e+01 3.735753233893221648e+01 3.718560671490538994e+01 3.683260532445474666e+01 3.665142549428227881e+01 3.646705558467900943e+01
5.119999999999999574e+01 3.753335363567779126e+01 3.736440539879561840e+01 3.719247548499749456e+01 3.683946634158996858e+01 3.665828306676731074e+01 3.647391001304008284e+01
5.121000000000000085e+01 3.754023129434801831e+01 3.737127850435534526e+01 3.719934430080352428e+01 3.684632740416323315e+01 3.666514068438911522e+01 3.648076448612231104e+01
5.121999999999999886e+01 3.754710899858999085e+01 3.737815165560306951e+01 3.720621316231526521e+01 3.685318851216680258e+01 3.667199834714018891e+01 3.648761900391865254e+01
5.122999999999999687e+01 3.755398674839534578e+01 3.738502485253046359e+01 3.721308206952454611e+01 3.686004966559287510e+01 3.667885605501311375e+01 3.649447356642199480e+01
5.124000000000000199e+01 3.756086454375566319e+01 3.739189809512920704e+01 3.721995102242311759e+01 3.686691086443367027e+01 3.668571380800035797e+01 3.650132817362522530e+01
5.125000000000000000e+01 3.756774238466258709e+01 3.739877138339099361e+01 3.722682002100282261e+01 3.687377210868143607e+01 3.669257160609447510e+01 3.650818282552128125e+01
5.125999999999999801e+01 3.757462027110774017e+01 3.740564471730747442e+01 3.723368906525543309e+01 3.688063339832834941e+01 3.669942944928800443e+01 3.651503752210302167e+01
5.126999999999999602e+01 3.758149820308270250e+01 3.741251809687036456e+01 3.724055815517276358e+01 3.688749473336668672e+01 3.670628733757347817e+01 3.652189226336338379e+01
5.128000000000000114e+01 3.758837618057911811e+01 3.741939152207132224e+01 3.724742729074663572e+01 3.689435611378866042e+01 3.671314527094343561e+01 3.652874704929526217e+01
5.128999999999999915e+01 3.759525420358861680e+01 3.742626499290203412e+01 3.725429647196882854e+01 3.690121753958648299e+01 3.672000324939038762e+01 3.653560187989156560e+01
5.129999999999999716e+01 3.760213227210279996e+01 3.743313850935422238e+01 3.726116569883117080e+01 3.690807901075239528e+01 3.672686127290688773e+01 3.654245675514520997e+01
5.131000000000000227e+01 3.760901038611332581e+01 3.744001207141952392e+01 3.726803497132544152e+01 3.691494052727860975e+01 3.673371934148545392e+01 3.654931167504907563e+01
5.132000000000000028e+01 3.761588854561176731e+01 3.744688567908965382e+01 3.727490428944349077e+01 3.692180208915738859e+01 3.674057745511863970e+01 3.655616663959610690e+01
5.132999999999999829e+01 3.762276675058978981e+01 3.745375933235629162e+01 3.728177365317710468e+01 3.692866369638093005e+01 3.674743561379897727e+01 3.656302164877917704e+01
5.133999999999999631e+01 3.762964500103903021e+01 3.746063303121117372e+01 3.728864306251811200e+01 3.693552534894149630e+01 3.675429381751899172e+01 3.656987670259120904e+01
5.135000000000000142e+01 3.763652329695108278e+01 3.746750677564592991e+01 3.729551251745829887e+01 3.694238704683129271e+01 3.676115206627124365e+01 3.657673180102511168e+01
5.135999999999999943e+01 3.764340163831761288e+01 3.747438056565230369e+01 3.730238201798948694e+01 3.694924879004256013e+01 3.676801036004822976e+01 3.658358694407377953e+01
