kT  z1_n0  z1_n1  z1_n2  z1_n3  z1_n4  z1_n5
5.685999999999999943e+01 1.737951590384569656e+01 1.745079652280186622e+01 1.752305587851967417e+01 1.767058281791756613e+01 1.774588740964416189e+01 1.782224477459818957e+01
5.686999999999999744e+01 1.738174310548004087e+01 1.745302360226354210e+01 1.752528273029562911e+01 1.767280888267322680e+01 1.774811290720372270e+01 1.782446958371739854e+01
5.688000000000000256e+01 1.738397018018932982e+01 1.745525055492598554e+01 1.752750945543296268e+01 1.767503482122221214e+01 1.775033827883130400e+01 1.782669426722081241e+01
5.689000000000000057e+01 1.738619712800610273e+01 1.745747738082168965e+01 1.752973605396409340e+01 1.767726063359677013e+01 1.775256352455903652e+01 1.782891882514040205e+01
5.689999999999999858e+01 1.738842394896290244e+01 1.745970407998313334e+01 1.753196252592145399e+01 1.767948631982913099e+01 1.775478864441900484e+01 1.783114325750813833e+01
5.690999999999999659e+01 1.739065064309223629e+01 1.746193065244280618e+01 1.753418887133744164e+01 1.768171187995150717e+01 1.775701363844331837e+01 1.783336756435595305e+01
5.692000000000000171e+01 1.739287721042661872e+01 1.746415709823314444e+01 1.753641509024445000e+01 1.768393731399611113e+01 1.775923850666405812e+01 1.783559174571578154e+01
5.692999999999999972e+01 1.739510365099852862e+01 1.746638341738660571e+01 1.753864118267485139e+01 1.768616262199512335e+01 1.776146324911327312e+01 1.783781580161954494e+01
5.693999999999999773e+01 1.739732996484044492e+01 1.746860960993560496e+01 1.754086714866101460e+01 1.768838780398072430e+01 1.776368786582303017e+01 1.784003973209914307e+01
5.694999999999999574e+01 1.739955615198483940e+01 1.747083567591256426e+01 1.754309298823528351e+01 1.769061285998507316e+01 1.776591235682534631e+01 1.784226353718647218e+01
5.696000000000000085e+01 1.740178221246415191e+01 1.747306161534988078e+01 1.754531870142999850e+01 1.769283779004031487e+01 1.776813672215226703e+01 1.784448721691340367e+01
5.696999999999999886e+01 1.740400814631080806e+01 1.747528742827994463e+01 1.754754428827747503e+01 1.769506259417858729e+01 1.777036096183578451e+01 1.784671077131180894e+01
5.697999999999999687e+01 1.740623395355723702e+01 1.747751311473511393e+01 1.754976974881001794e+01 1.769728727243200339e+01 1.777258507590789804e+01 1.784893420041351675e+01
5.699000000000000199e+01 1.740845963423584308e+01 1.747973867474776100e+01 1.755199508305992140e+01 1.769951182483266550e+01 1.777480906440058561e+01 1.785115750425038428e+01
5.700000000000000000e+01 1.741068518837900569e+01 1.748196410835021908e+01 1.755422029105946535e+01 1.770173625141266882e+01 1.777703292734581453e+01 1.785338068285421187e+01
5.700999999999999801e+01 1.741291061601911139e+01 1.748418941557481787e+01 1.755644537284090845e+01 1.770396055220409082e+01 1.777925666477553790e+01 1.785560373625682473e+01
5.701999999999999602e+01 1.741513591718851828e+01 1.748641459645387641e+01 1.755867032843649866e+01 1.770618472723898762e+01 1.778148027672169107e+01 1.785782666448999834e+01
5.703000000000000114e+01 1.741736109191957027e+01 1.748863965101968887e+01 1.756089515787847333e+01 1.770840877654941181e+01 1.778370376321620583e+01 1.786004946758552592e+01
5.703999999999999915e+01 1.741958614024460772e+01 1.749086457930454586e+01 1.756311986119905555e+01 1.771063270016739821e+01 1.778592712429098910e+01 1.786227214557516163e+01
5.704999999999999716e+01 1.742181106219594611e+01 1.749308938134071667e+01 1.756534443843045068e+01 1.771285649812497454e+01 1.778815035997793359e+01 1.786449469849066674e+01
5.706000000000000227e+01 1.742403585780589381e+01 1.749531405716045995e+01 1.756756888960485341e+01 1.771508017045412586e+01 1.779037347030892846e+01 1.786671712636376697e+01
5.707000000000000028e+01 1.742626052710674145e+01 1.749753860679602013e+01 1.756979321475444067e+01 1.771730371718686214e+01 1.779259645531583800e+01 1.786893942922619871e+01
5.707999999999999829e+01 1.742848507013075832e+01 1.749976303027962032e+01 1.757201741391137872e+01 1.771952713835515780e+01 1.779481931503051229e+01 1.787116160710965929e+01
5.708999999999999631e+01 1.743070948691021727e+01 1.750198732764348364e+01 1.757424148710780898e+01 1.772175043399097660e+01 1.779704204948480495e+01 1.787338366004584955e+01
5.710000000000000142e+01 1.743293377747735917e+01 1.750421149891980832e+01 1.757646543437588704e+01 1.772397360412626099e+01 1.779926465871053054e+01 1.787560558806645261e+01
5.710999999999999943e+01 1.743515794186442136e+01 1.750643554414078196e+01 1.757868925574771168e+01 1.772619664879296408e+01 1.780148714273951427e+01 1.787782739120314091e+01
5.711999999999999744e+01 1.743738198010363050e+01 1.750865946333858147e+01 1.758091295125540654e+01 1.772841956802299279e+01 1.780370950160353871e+01 1.788004906948756201e+01
5.713000000000000256e+01 1.743960589222718127e+01 1.751088325654536249e+01 1.758313652093106327e+01 1.773064236184826115e+01 1.780593173533440421e+01 1.788227062295135639e+01
5.714000000000000057e+01 1.744182967826727548e+01 1.751310692379326639e+01 1.758535996480676644e+01 1.773286503030066541e+01 1.780815384396387913e+01 1.788449205162615030e+01
5.714999999999999858e+01 1.744405333825608295e+01 1.751533046511443104e+01 1.758758328291457218e+01 1.773508757341208053e+01 1.781037582752371407e+01 1.788671335554357000e+01
5.715999999999999659e+01 1.744627687222576995e+01 1.751755388054096585e+01 1.758980647528653307e+01 1.773730999121438501e+01 1.781259768604566318e+01 1.788893453473519557e+01
5.717000000000000171e+01 1.744850028020849209e+01 1.751977717010497670e+01 1.759202954195469815e+01 1.773953228373941826e+01 1.781481941956145221e+01 1.789115558923262839e+01
5.717999999999999972e+01 1.745072356223638366e+01 1.752200033383855171e+01 1.759425248295108091e+01 1.774175445101902682e+01 1.781704102810278556e+01 1.789337651906743076e+01
5.718999999999999773e+01 1.745294671834156119e+01 1.752422337177377187e+01 1.759647529830770196e+01 1.774397649308503233e+01 1.781926251170138542e+01 1.789559732427116145e+01
5.719999999999999574e+01 1.745516974855613768e+01 1.752644628394268977e+01 1.759869798805653929e+01 1.774619840996924935e+01 1.782148387038892068e+01 1.789781800487537211e+01
5.721000000000000085e+01 1.745739265291220832e+01 1.752866907037735800e+01 1.760092055222959928e+01 1.774842020170347112e+01 1.782370510419708864e+01 1.790003856091158951e+01
5.721999999999999886e+01 1.745961543144183992e+01 1.753089173110980781e+01 1.760314299085883150e+01 1.775064186831948021e+01 1.782592621315752979e+01 1.790225899241132623e+01
5.722999999999999687e+01 1.746183808417711703e+01 1.753311426617205271e+01 1.760536530397619970e+01 1.775286340984904854e+01 1.782814719730189879e+01 1.790447929940609129e+01
5.724000000000000199e+01 1.746406061115007802e+01 1.753533667559609910e+01 1.760758749161364278e+01 1.775508482632393736e+01 1.783036805666183255e+01 1.790669948192736882e+01
5.725000000000000000e+01 1.746628301239276482e+01 1.753755895941394982e+01 1.760980955380308188e+01 1.775730611777587953e+01 1.783258879126894669e+01 1.790891954000664299e+01
5.725999999999999801e+01 1.746850528793720159e+01 1.753978111765756509e+01 1.761203149057643103e+01 1.775952728423660076e+01 1.783480940115484614e+01 1.791113947367536952e+01
5.726999999999999602e+01 1.747072743781540183e+01 1.754200315035890867e+01 1.761425330196559358e+01 1.776174832573783036e+01 1.783702988635112874e+01 1.791335928296499347e+01
5.728000000000000114e+01 1.747294946205935773e+01 1.754422505754994788e+01 1.761647498800245160e+01 1.776396924231125496e+01 1.783925024688936034e+01 1.791557896790696702e+01
5.728999999999999915e+01 1.747517136070104371e+01 1.754644683926259674e+01 1.761869654871887647e+01 1.776619003398856833e+01 1.784147048280112458e+01 1.791779852853269261e+01
5.729999999999999716e+01 1.747739313377244130e+01 1.754866849552878705e+01 1.762091798414672184e+01 1.776841070080143581e+01 1.784369059411795178e+01 1.792001796487358334e+01
5.731000000000000227e+01 1.747961478130549651e+01 1.755089002638042572e+01 1.762313929431783777e+01 1.777063124278152273e+01 1.784591058087139359e+01 1.792223727696103452e+01
5.732000000000000028e+01 1.748183630333215177e+01 1.755311143184939837e+01 1.762536047926404592e+01 1.777285165996047311e+01 1.784813044309296615e+01 1.792445646482643085e+01
5.732999999999999829e+01 1.748405769988432823e+01 1.755533271196759060e+01 1.762758153901716085e+01 1.777507195236990967e+01 1.785035018081418201e+01 1.792667552850113211e+01
5.733999999999999631e+01 1.748627897099394346e+01 1.755755386676686669e+01 1.762980247360899000e+01 1.777729212004146575e+01 1.785256979406653954e+01 1.792889446801649456e+01
5.735000000000000142e+01 1.748850011669290083e+01 1.755977489627908383e+01 1.763202328307131594e+01 1.777951216300673565e+01 1.785478928288151224e+01 1.793111328340385668e+01
5.735999999999999943e+01 1.749072113701307174e+01 1.756199580053607079e+01 1.763424396743591416e+01 1.778173208129731364e+01 1.785700864729058424e+01 1.793333197469454987e+01
5.736999999999999744e+01 1.749294203198633824e+01 1.756421657956964566e+01 1.763646452673454945e+01 1.778395187494476204e+01 1.785922788732519351e+01 1.793555054191987708e+01
5.738000000000000256e+01 1.749516280164455395e+01 1.756643723341163721e+01 1.763868496099895467e+01 1.778617154398066802e+01 1.786144700301678512e+01 1.793776898511114126e+01
5.739000000000000057e+01 1.749738344601955120e+01 1.756865776209383156e+01 1.764090527026087329e+01 1.778839108843655836e+01 1.786366599439679348e+01 1.793998730429963118e+01
5.739999999999999858e+01 1.749960396514317296e+01 1.757087816564800420e+01 1.764312545455202041e+01 1.779061050834397761e+01 1.786588486149663169e+01 1.794220549951661425e+01
5.740999999999999659e+01 1.750182435904722666e+01 1.757309844410593413e+01 1.764534551390409689e+01 1.779282980373444545e+01 1.786810360434769862e+01 1.794442357079335082e+01
5.742000000000000171e+01 1.750404462776351977e+01 1.757531859749937198e+01 1.764756544834880359e+01 1.779504897463947444e+01 1.787032222298137896e+01 1.794664151816108344e+01
5.742999999999999972e+01 1.750626477132383130e+01 1.757753862586005411e+01 1.764978525791779873e+01 1.779726802109055939e+01 1.787254071742905026e+01 1.794885934165104757e+01
5.743999999999999773e+01 1.750848478975994027e+01 1.757975852921970983e+01 1.765200494264276898e+01 1.779948694311916668e+01 1.787475908772206523e+01 1.795107704129445381e+01
5.744999999999999574e+01 1.751070468310360795e+01 1.758197830761005775e+01 1.765422450255534415e+01 1.780170574075678047e+01 1.787697733389177301e+01 1.795329461712250918e+01
5.746000000000000085e+01 1.751292445138657072e+01 1.758419796106279165e+01 1.765644393768716824e+01 1.780392441403484227e+01 1.787919545596951210e+01 1.795551206916640652e+01
5.746999999999999886e+01 1.751514409464056854e+01 1.758641748960960172e+01 1.765866324806986043e+01 1.780614296298479715e+01 1.788141345398658899e+01 1.795772939745732799e+01
5.747999999999999687e+01 1.751736361289732002e+01 1.758863689328214974e+01 1.766088243373503275e+01 1.780836138763806531e+01 1.788363132797431732e+01 1.795994660202642024e+01
5.749000000000000199e+01 1.751958300618852959e+01 1.759085617211210462e+01 1.766310149471427593e+01 1.781057968802606339e+01 1.788584907796398582e+01 1.796216368290485121e+01
5.750000000000000000e+01 1.752180227454588390e+01 1.759307532613110681e+01 1.766532043103917715e+01 1.781279786418019384e+01 1.788806670398687260e+01 1.796438064012374625e+01
5.750999999999999801e+01 1.752402141800106250e+01 1.759529435537078257e+01 1.766753924274129162e+01 1.781501591613183066e+01 1.789028420607424508e+01 1.796659747371423066e+01
5.751999999999999602e+01 1.752624043658572717e+01 1.759751325986274750e+01 1.766975792985217808e+01 1.781723384391235498e+01 1.789250158425734938e+01 1.796881418370741912e+01
5.753000000000000114e+01 1.752845933033153258e+01 1.759973203963861721e+01 1.767197649240338109e+01 1.781945164755311595e+01 1.789471883856743162e+01 1.797103077013440142e+01
5.753999999999999915e+01 1.753067809927010146e+01 1.760195069472997176e+01 1.767419493042641676e+01 1.782166932708546270e+01 1.789693596903570594e+01 1.797324723302626381e+01
5.754999999999999716e+01 1.753289674343307070e+01 1.760416922516838056e+01 1.767641324395280478e+01 1.782388688254073017e+01 1.789915297569338293e+01 1.797546357241407833e+01
5.756000000000000227e+01 1.753511526285204170e+01 1.760638763098542015e+01 1.767863143301403994e+01 1.782610431395022843e+01 1.790136985857166962e+01 1.797767978832889213e+01
5.757000000000000028e+01 1.753733365755860518e+01 1.760860591221262439e+01 1.768084949764160640e+01 1.782832162134526044e+01 1.790358661770173399e+01 1.797989588080175594e+01
5.757999999999999829e+01 1.753955192758434478e+01 1.761082406888153429e+01 1.768306743786697766e+01 1.783053880475711850e+01 1.790580325311476173e+01 1.798211184986369204e+01
5.758999999999999631e+01 1.754177007296083701e+01 1.761304210102366952e+01 1.768528525372160942e+01 1.783275586421707715e+01 1.790801976484189240e+01 1.798432769554572275e+01
5.760000000000000142e+01 1.754398809371961576e+01 1.761526000867053554e+01 1.768750294523694677e+01 1.783497279975640382e+01 1.791023615291428683e+01 1.798654341787884192e+01
5.760999999999999943e+01 1.754620598989224334e+01 1.761747779185363427e+01 1.768972051244441701e+01 1.783718961140634107e+01 1.791245241736306326e+01 1.798875901689405410e+01
5.761999999999999744e+01 1.754842376151022165e+01 1.761969545060442854e+01 1.769193795537543679e+01 1.783940629919812793e+01 1.791466855821934701e+01 1.799097449262231052e+01
5.763000000000000256e+01 1.755064140860508104e+01 1.762191298495440250e+01 1.769415527406141209e+01 1.784162286316298562e+01 1.791688457551422076e+01 1.799318984509459796e+01
5.764000000000000057e+01 1.755285893120831275e+01 1.762413039493500122e+01 1.769637246853373114e+01 1.784383930333211765e+01 1.791910046927879563e+01 1.799540507434184988e+01
5.764999999999999858e+01 1.755507632935140450e+01 1.762634768057765555e+01 1.769858953882376795e+01 1.784605561973672749e+01 1.792131623954413300e+01 1.799762018039500688e+01
5.765999999999999659e+01 1.755729360306582620e+01 1.762856484191379991e+01 1.770080648496288589e+01 1.784827181240799732e+01 1.792353188634130134e+01 1.799983516328498823e+01
5.767000000000000171e+01 1.755951075238303716e+01 1.763078187897484383e+01 1.770302330698243054e+01 1.785048788137708797e+01 1.792574740970135139e+01 1.800205002304271318e+01
5.767999999999999972e+01 1.756172777733447532e+01 1.763299879179218266e+01 1.770524000491374039e+01 1.785270382667515676e+01 1.792796280965530897e+01 1.800426475969905837e+01
5.768999999999999773e+01 1.756394467795157865e+01 1.763521558039720105e+01 1.770745657878813617e+01 1.785491964833334677e+01 1.793017808623420706e+01 1.800647937328491821e+01
5.769999999999999574e+01 1.756616145426575670e+01 1.763743224482126948e+01 1.770967302863691728e+01 1.785713534638277977e+01 1.793239323946904662e+01 1.800869386383116222e+01
5.771000000000000085e+01 1.756837810630841545e+01 1.763964878509575485e+01 1.771188935449139379e+01 1.785935092085457754e+01 1.793460826939082864e+01 1.801090823136864572e+01
5.771999999999999886e+01 1.757059463411095379e+01 1.764186520125198854e+01 1.771410555638283313e+01 1.786156637177982986e+01 1.793682317603052923e+01 1.801312247592819915e+01
5.772999999999999687e+01 1.757281103770473152e+01 1.764408149332130193e+01 1.771632163434250629e+01 1.786378169918963721e+01 1.793903795941911739e+01 1.801533659754066363e+01
5.774000000000000199e+01 1.757502731712112265e+01 1.764629766133501221e+01 1.771853758840167004e+01 1.786599690311506805e+01 1.794125261958755502e+01 1.801755059623685540e+01
5.775000000000000000e+01 1.757724347239147278e+01 1.764851370532443298e+01 1.772075341859155628e+01 1.786821198358717666e+01 1.794346715656676849e+01 1.801976447204756937e+01
5.775999999999999801e+01 1.757945950354711329e+01 1.765072962532082812e+01 1.772296912494340049e+01 1.787042694063701731e+01 1.794568157038770906e+01 1.802197822500359692e+01
5.776999999999999602e+01 1.758167541061937200e+01 1.765294542135550060e+01 1.772518470748840969e+01 1.787264177429562650e+01 1.794789586108126755e+01 1.802419185513571520e+01
5.778000000000000114e+01 1.758389119363954833e+01 1.765516109345969653e+01 1.772740016625778381e+01 1.787485648459401233e+01 1.795011002867836325e+01 1.802640536247468717e+01
5.778999999999999915e+01 1.758610685263894879e+01 1.765737664166467269e+01 1.772961550128270858e+01 1.787707107156318997e+01 1.795232407320987278e+01 1.802861874705125800e+01
5.779999999999999716e+01 1.758832238764884437e+01 1.765959206600165388e+01 1.773183071259436261e+01 1.787928553523415331e+01 1.795453799470667988e+01 1.803083200889616933e+01
5.781000000000000227e+01 1.759053779870050960e+01 1.766180736650187555e+01 1.773404580022389609e+01 1.788149987563787491e+01 1.795675179319964698e+01 1.803304514804013792e+01
5.782000000000000028e+01 1.759275308582519060e+01 1.766402254319653409e+01 1.773626076420246278e+01 1.788371409280533086e+01 1.795896546871960808e+01 1.803525816451388053e+01
5.782999999999999829e+01 1.759496824905414059e+01 1.766623759611682587e+01 1.773847560456118444e+01 1.788592818676747243e+01 1.796117902129740784e+01 1.803747105834808906e+01
5.783999999999999631e+01 1.759718328841857016e+01 1.766845252529393662e+01 1.774069032133118640e+01 1.788814215755522952e+01 1.796339245096387671e+01 1.803968382957344474e+01
5.785000000000000142e+01 1.759939820394970056e+01 1.767066733075903429e+01 1.774290491454357621e+01 1.789035600519953917e+01 1.796560575774980961e+01 1.804189647822062526e+01
5.785999999999999943e+01 1.760161299567874238e+01 1.767288201254326552e+01 1.774511938422944368e+01 1.789256972973130999e+01 1.796781894168600502e+01 1.804410900432027631e+01
5.786999999999999744e+01 1.760382766363686002e+01 1.767509657067778406e+01 1.774733373041986084e+01 1.789478333118144704e+01 1.797003200280325075e+01 1.804632140790305073e+01
5.788000000000000256e+01 1.760604220785524987e+01 1.767731100519370102e+01 1.774954795314589973e+01 1.789699680958083761e+01 1.797224494113231330e+01 1.804853368899957999e+01
5.789000000000000057e+01 1.760825662836505145e+01 1.767952531612214173e+01 1.775176205243860750e+01 1.789921016496034056e+01 1.797445775670394497e+01 1.805074584764047074e+01
5.789999999999999858e+01 1.761047092519742918e+01 1.768173950349420664e+01 1.775397602832902422e+01 1.790142339735082899e+01 1.797667044954888382e+01 1.805295788385633671e+01
5.790999999999999659e+01 1.761268509838349416e+01 1.768395356734097135e+01 1.775618988084817573e+01 1.790363650678314400e+01 1.797888301969787150e+01 1.805516979767776675e+01
5.792000000000000171e+01 1.761489914795438239e+01 1.768616750769352564e+01 1.775840361002707368e+01 1.790584949328813025e+01 1.798109546718161056e+01 1.805738158913533553e+01
5.792999999999999972e+01 1.761711307394119075e+01 1.768838132458291668e+01 1.776061721589671194e+01 1.790806235689658621e+01 1.798330779203081420e+01 1.805959325825961059e+01
5.793999999999999773e+01 1.761932687637502326e+01 1.769059501804019519e+01 1.776283069848807372e+01 1.791027509763933523e+01 1.798551999427616721e+01 1.806180480508113462e+01
5.794999999999999574e+01 1.762154055528695196e+01 1.769280858809639057e+01 1.776504405783213869e+01 1.791248771554716512e+01 1.798773207394834373e+01 1.806401622963046805e+01
5.796000000000000085e+01 1.762375411070803821e+01 1.769502203478253577e+01 1.776725729395985809e+01 1.791470021065086726e+01 1.798994403107800366e+01 1.806622753193811448e+01
5.796999999999999886e+01 1.762596754266933630e+01 1.769723535812962467e+01 1.776947040690217250e+01 1.791691258298118683e+01 1.799215586569581049e+01 1.806843871203459528e+01
5.797999999999999687e+01 1.762818085120188982e+01 1.769944855816865115e+01 1.777168339669002606e+01 1.791912483256889388e+01 1.799436757783238150e+01 1.807064976995041050e+01
5.799000000000000199e+01 1.763039403633672109e+01 1.770166163493060907e+01 1.777389626335432382e+01 1.792133695944473359e+01 1.799657916751836240e+01 1.807286070571603886e+01
5.800000000000000000e+01 1.763260709810484173e+01 1.770387458844645323e+01 1.777610900692597795e+01 1.792354896363941208e+01 1.799879063478434560e+01 1.807507151936196266e+01
5.800999999999999801e+01 1.763482003653724917e+01 1.770608741874712777e+01 1.777832162743587574e+01 1.792576084518365320e+01 1.800100197966093774e+01 1.807728221091863929e+01
5.801999999999999602e+01 1.763703285166493018e+01 1.770830012586358748e+01 1.778053412491489382e+01 1.792797260410817373e+01 1.800321320217871346e+01 1.807949278041650842e+01
5.803000000000000114e+01 1.763924554351885732e+01 1.771051270982675518e+01 1.778274649939390528e+01 1.793018424044363712e+01 1.800542430236826164e+01 1.808170322788601680e+01
5.803999999999999915e+01 1.764145811212999249e+01 1.771272517066754304e+01 1.778495875090374412e+01 1.793239575422073528e+01 1.800763528026011429e+01 1.808391355335757567e+01
5.804999999999999716e+01 1.764367055752927271e+01 1.771493750841684900e+01 1.778717087947526565e+01 1.793460714547011747e+01 1.800984613588483541e+01 1.808612375686158558e+01
5.806000000000000227e+01 1.764588287974764214e+01 1.771714972310555680e+01 1.778938288513928967e+01 1.793681841422244361e+01 1.801205686927294991e+01 1.808833383842846487e+01
5.807000000000000028e+01 1.764809507881600581e+01 1.771936181476454664e+01 1.779159476792662176e+01 1.793902956050833097e+01 1.801426748045497916e+01 1.809054379808857504e+01
5.807999999999999829e+01 1.765030715476527234e+01 1.772157378342468448e+01 1.779380652786806394e+01 1.794124058435841818e+01 1.801647796946142677e+01 1.809275363587229180e+01
5.808999999999999631e+01 1.765251910762633969e+01 1.772378562911679722e+01 1.779601816499440403e+01 1.794345148580330829e+01 1.801868833632278211e+01 1.809496335180996596e+01
5.810000000000000142e+01 1.765473093743008093e+01 1.772599735187173309e+01 1.779822967933640854e+01 1.794566226487359728e+01 1.802089858106952747e+01 1.809717294593194481e+01
5.810999999999999943e+01 1.765694264420736914e+01 1.772820895172030831e+01 1.780044107092484040e+01 1.794787292159985981e+01 1.802310870373212737e+01 1.809938241826856142e+01
5.811999999999999744e+01 1.765915422798904544e+01 1.773042042869333557e+01 1.780265233979043771e+01 1.795008345601267763e+01 1.802531870434103567e+01 1.810159176885012400e+01
5.813000000000000256e+01 1.766136568880596158e+01 1.773263178282159913e+01 1.780486348596394564e+01 1.795229386814260408e+01 1.802752858292669558e+01 1.810380099770695139e+01
5.814000000000000057e+01 1.766357702668893026e+01 1.773484301413587616e+01 1.780707450947606674e+01 1.795450415802017474e+01 1.802973833951952898e+01 1.810601010486930917e+01
5.814999999999999858e+01 1.766578824166877126e+01 1.773705412266694736e+01 1.780928541035751778e+01 1.795671432567592163e+01 1.803194797414994710e+01 1.810821909036749489e+01
5.815999999999999659e+01 1.766799933377628307e+01 1.773926510844556148e+01 1.781149618863898354e+01 1.795892437114036611e+01 1.803415748684836117e+01 1.811042795423176699e+01
5.817000000000000171e+01 1.767021030304225349e+01 1.774147597150245659e+01 1.781370684435115237e+01 1.796113429444401177e+01 1.803636687764515045e+01 1.811263669649238039e+01
5.817999999999999972e+01 1.767242114949745257e+01 1.774368671186836011e+01 1.781591737752468063e+01 1.796334409561734446e+01 1.803857614657069064e+01 1.811484531717957580e+01
5.818999999999999773e+01 1.767463187317263618e+01 1.774589732957398525e+01 1.781812778819023180e+01 1.796555377469084291e+01 1.804078529365534678e+01 1.811705381632356904e+01
5.819999999999999574e+01 1.767684247409856013e+01 1.774810782465003456e+01 1.782033807637843026e+01 1.796776333169497519e+01 1.804299431892946259e+01 1.811926219395457949e+01
5.821000000000000085e+01 1.767905295230594831e+01 1.775031819712720704e+01 1.782254824211992172e+01 1.796997276666018450e+01 1.804520322242338182e+01 1.812147045010281232e+01
5.821999999999999886e+01 1.768126330782552458e+01 1.775252844703615906e+01 1.782475828544530572e+01 1.797218207961692116e+01 1.804741200416741975e+01 1.812367858479844784e+01
5.822999999999999687e+01 1.768347354068799504e+01 1.775473857440756476e+01 1.782696820638518176e+01 1.797439127059559283e+01 1.804962066419188815e+01 1.812588659807166636e+01
5.824000000000000199e+01 1.768568365092405159e+01 1.775694857927206272e+01 1.782917800497014227e+01 1.797660033962663562e+01 1.805182920252708811e+01 1.812809448995261619e+01
5.825000000000000000e+01 1.768789363856437546e+01 1.775915846166029510e+01 1.783138768123076545e+01 1.797880928674042877e+01 1.805403761920329586e+01 1.813030226047146343e+01
5.825999999999999801e+01 1.769010350363963724e+01 1.776136822160287920e+01 1.783359723519760465e+01 1.798101811196736932e+01 1.805624591425079117e+01 1.813250990965833509e+01
5.826999999999999602e+01 1.769231324618049328e+01 1.776357785913042875e+01 1.783580666690120609e+01 1.798322681533782230e+01 1.805845408769982541e+01 1.813471743754335819e+01
5.828000000000000114e+01 1.769452286621757153e+01 1.776578737427354326e+01 1.783801597637211245e+01 1.798543539688215631e+01 1.806066213958064637e+01 1.813692484415663131e+01
5.828999999999999915e+01 1.769673236378151415e+01 1.776799676706279740e+01 1.784022516364084154e+01 1.798764385663071153e+01 1.806287006992348765e+01 1.813913212952826726e+01
5.829999999999999716e+01 1.769894173890292421e+01 1.777020603752876227e+01 1.784243422873789697e+01 1.798985219461382101e+01 1.806507787875855442e+01 1.814133929368833620e+01
5.831000000000000227e+01 1.770115099161241190e+01 1.777241518570199830e+01 1.784464317169377878e+01 1.799206041086181784e+01 1.806728556611607672e+01 1.814354633666692251e+01
5.832000000000000028e+01 1.770336012194056252e+01 1.777462421161304107e+01 1.784685199253897281e+01 1.799426850540499601e+01 1.806949313202623131e+01 1.814575325849407506e+01
5.832999999999999829e+01 1.770556912991794007e+01 1.777683311529242260e+01 1.784906069130394002e+01 1.799647647827366370e+01 1.807170057651920558e+01 1.814796005919984623e+01
5.833999999999999631e+01 1.770777801557512632e+01 1.777904189677067848e+01 1.785126926801914138e+01 1.799868432949808650e+01 1.807390789962515854e+01 1.815016673881426357e+01
5.835000000000000142e+01 1.770998677894266393e+01 1.778125055607828742e+01 1.785347772271502009e+01 1.800089205910854773e+01 1.807611510137425981e+01 1.815237329736735106e+01
5.835999999999999943e+01 1.771219542005108138e+01 1.778345909324575302e+01 1.785568605542200515e+01 1.800309966713529874e+01 1.807832218179663641e+01 1.815457973488911492e+01
5.836999999999999744e+01 1.771440393893090715e+01 1.778566750830355048e+01 1.785789426617051490e+01 1.800530715360859091e+01 1.808052914092242247e+01 1.815678605140954716e+01
5.838000000000000256e+01 1.771661233561264837e+01 1.778787580128214429e+01 1.786010235499094989e+01 1.800751451855864360e+01 1.808273597878174144e+01 1.815899224695863978e+01
5.839000000000000057e+01 1.771882061012680509e+01 1.779008397221199189e+01 1.786231032191370716e+01 1.800972176201567976e+01 1.808494269540468835e+01 1.816119832156635283e+01
5.839999999999999858e+01 1.772102876250385961e+01 1.779229202112352226e+01 1.786451816696916239e+01 1.801192888400990100e+01 1.808714929082134759e+01 1.816340427526263568e+01
5.840999999999999659e+01 1.772323679277427999e+01 1.779449994804716439e+01 1.786672589018767709e+01 1.801413588457149828e+01 1.808935576506181420e+01 1.816561010807744481e+01
5.842000000000000171e+01 1.772544470096853786e+01 1.779670775301334373e+01 1.786893349159960920e+01 1.801634276373065902e+01 1.809156211815613347e+01 1.816781582004071538e+01
5.842999999999999972e+01 1.772765248711705155e+01 1.779891543605243953e+01 1.787114097123529177e+01 1.801854952151753508e+01 1.809376835013437201e+01 1.817002141118234704e+01
5.843999999999999773e+01 1.772986015125027137e+01 1.780112299719485591e+01 1.787334832912505078e+01 1.802075615796229258e+01 1.809597446102656448e+01 1.817222688153226073e+01
5.844999999999999574e+01 1.773206769339861566e+01 1.780333043647095437e+01 1.787555556529920509e+01 1.802296267309506561e+01 1.809818045086273486e+01 1.817443223112033479e+01
5.846000000000000085e+01 1.773427511359248143e+01 1.780553775391111060e+01 1.787776267978804867e+01 1.802516906694598831e+01 1.810038631967289646e+01 1.817663745997646885e+01
5.846999999999999886e+01 1.773648241186227281e+01 1.780774494954565412e+01 1.787996967262187198e+01 1.802737533954515925e+01 1.810259206748705552e+01 1.817884256813051280e+01
5.847999999999999687e+01 1.773868958823835484e+01 1.780995202340492867e+01 1.788217654383095123e+01 1.802958149092270190e+01 1.810479769433518982e+01 1.818104755561233077e+01
5.849000000000000199e+01 1.774089664275110323e+01 1.781215897551926020e+01 1.788438329344554845e+01 1.803178752110868643e+01 1.810700320024728782e+01 1.818325242245175488e+01
5.850000000000000000e+01 1.774310357543087235e+01 1.781436580591894980e+01 1.788658992149590432e+01 1.803399343013320433e+01 1.810920858525329535e+01 1.818545716867862794e+01
5.850999999999999801e+01 1.774531038630799884e+01 1.781657251463429859e+01 1.788879642801225600e+01 1.803619921802630088e+01 1.811141384938317955e+01 1.818766179432275010e+01
